image_id,source,prompt,evaluation_seed,case_number
105303,coco-30k,A person that is sitting on a bench.,82758,1398
280498,coco-30k,A kitchen that is very clean in a house.,12003,1399
237759,coco-30k,A tall building on the street corner filled with traffic.,44774,1400
399832,coco-30k,A stainless steel table is in the middle of the large room.,62071,1401
14869,coco-30k,A park bench siting next to a tree next to a  park.,14001,1402
246701,coco-30k,A white toilet sitting next to a tub next to a sink,88842,1403
40414,coco-30k,A kitchen filled with furniture and a stove top oven.,15996,1404
94610,coco-30k,A sidewalk lined with parked cars next to tall buildings.,30662,1405
80131,coco-30k,A group of people sitting around a table in the kitchen.,97458,1406
540763,coco-30k,A restroom has a toilet and a decorative sun wall plaque.,6610,1407
407146,coco-30k,A group of people boarding in airplane on a runway..,69112,1408
144114,coco-30k,A small glider flying through the sky with a pilot.,75445,1409
487450,coco-30k,A man riding a motorcycle with a child on the back of it.,66191,1410
117191,coco-30k,A toilet seat with a fake foam butt on top of it.,5371,1411
500446,coco-30k,A large clock mounted to the face of a buildings entrance.,67216,1412
431047,coco-30k,A baby boy sitting on top of a toilet reading a book.,95509,1413
274262,coco-30k,A large kitchen with a center island surrounded by stools.,61994,1414
367619,coco-30k,A white cake topped with coconut on a counter.,89902,1415
255917,coco-30k,A cluster of traffic driving towards a capital building.,52801,1416
117891,coco-30k,A gray and white cat sitting in blue bowl.,44466,1417
176120,coco-30k,A bathroom with a shower covered in a curtain next to a toilet.,84994,1418
75344,coco-30k,There are a lot of trees and plants beside the house.,12159,1419
106166,coco-30k,The car is traveling down the road while the dog watches.,87649,1420
473623,coco-30k,"A white porcelain toilet with the lid down, in a bathroom.",64056,1421
205102,coco-30k,A bike parked next to a wall next to a river.,11065,1422
504498,coco-30k,"The rider, clothed in camoflague and ski boots, is sure to blend into the grassy area on his motorbike.",23551,1423
213765,coco-30k,An old photo of a small family kitchen.,61651,1424
149974,coco-30k,A service vehicle sits on a tarmac in front of a jet. ,60193,1425
503255,coco-30k,The bench at the tree offers a respite and a scenic autumnal view of a grand valley ,96296,1426
521197,coco-30k,A man poses with a yellow bicycle and a banana. ,6636,1427
403432,coco-30k,A blurry and out of focus image of a person on a bike riding in a field  towards cows in the distance.,44463,1428
30828,coco-30k,"A person with an orange blanket covering them, sleeping on a wooden park bench.",94070,1429
8594,coco-30k,older man standing in his kitchen reads book.,91354,1430
105647,coco-30k,"A  street with pedestrians, bikes, a jitney and a bus. ",1052,1431
395290,coco-30k,A cat is sitting on the hood of a car in a residential area.,62382,1432
427133,coco-30k,A group of people behind a white picket fence watching a person in the grass with a dog and small group of sheep.,2412,1433
216867,coco-30k,an airplane taking off with one waiting to take off,24140,1434
150284,coco-30k,A man stands beside his motorcycle in front of a store.,55671,1435
330098,coco-30k,a bike sitting in front of colorful signs ,7857,1436
373029,coco-30k,An aircraft is overtaken by maintenance workers as it sits on a landing.,64152,1437
138079,coco-30k,"A door opens to a bare, white bathroom. ",48013,1438
28790,coco-30k,A door open to a bathroom with the vanity showing.,14088,1439
34445,coco-30k,A woman unpacks a box in a kitchen. ,65142,1440
581886,coco-30k,Two people sit in the sand with their surf boards. ,83950,1441
261175,coco-30k,Wide shot of a kitchen and a kitchen table with a plaid tablecloth.,58690,1442
163562,coco-30k,The young man is holding a clear Frisbee.,9776,1443
224010,coco-30k,A toilet is used for outdoor decoration beside a log cabin building.,79331,1444
93116,coco-30k,Photo of a two bathroom fixtures and a vinyl shower curtain.,73421,1445
557339,coco-30k,Ladies in a kitchen laughing at the camera while one grates cheese.,2294,1446
21839,coco-30k,a person walking across the street with a traffic light above,66021,1447
295403,coco-30k,A man helps a woman sit on a bike.,17063,1448
217783,coco-30k,a large air plane on a snowy surface with a sky background,79760,1449
412753,coco-30k,"A small bathroom with a shower, sink, and two toilets.",47318,1450
366111,coco-30k,A black and white photograph of men on bicycles in a city.,70052,1451
345224,coco-30k,"A small, yet clean looking bathroom, with blue pained walls. ",84653,1452
371958,coco-30k,The top of a brick clock tower surrounded by birds.,17163,1453
251065,coco-30k,A black toilet in a tiled public bathroom stall.,76457,1454
577946,coco-30k,Some pots and pans that are in a room.,97950,1455
270744,coco-30k,A man carries a leash around his shoulders as two dogs make their way alongside.,10859,1456
145651,coco-30k,A small white room with an unmade bed that has a backpack and a pair of glasses resting on it.,6771,1457
383703,coco-30k,a man in a kitchen cutting lettuce with a knife,93222,1458
522751,coco-30k,A view of a stoplight by a street.,18768,1459
57645,coco-30k,Adults with childern walking in the rain with umbrellas.,53766,1460
408859,coco-30k,a bathroom with a sink a mirror and a toilet,99729,1461
215812,coco-30k,A lot of urinels that are in a bathroom.,64405,1462
205573,coco-30k,A motorcycle stopped on the road during nighttime in the city. ,74468,1463
322783,coco-30k,A white sink sits on a beige vanity in this uninspiring bathroom. ,48990,1464
555669,coco-30k,A smiling woman nonetheless cringes as a dog licks her ear. ,70485,1465
103855,coco-30k,An old couple is sitting down on a bench together.,55580,1466
237626,coco-30k,a motorcycle on the back of a truck with a fence in the background,91390,1467
561563,coco-30k,A white and green bathroom with sink and toilet.,3941,1468
480036,coco-30k,many bikes parked in a parking lot very close to each other,88673,1469
213816,coco-30k,a close up of a public transit train with its doors open,55912,1470
577783,coco-30k,A Delta aircraft is parked at a terminal while maintenance men attend to it.,59405,1471
103806,coco-30k,a cat laying on the floor of a kitchen,24803,1472
214463,coco-30k,A bathroom sink with toothbrush holder and soap dispenser,6736,1473
11340,coco-30k,A large elephant walking next to a man,68700,1474
448759,coco-30k,A happy man roller skiing in the mist,29448,1475
413435,coco-30k,A bathroom sink with a large mirror above it next to a doorway.,71057,1476
412978,coco-30k,A kitchen counter with a rounded edge and shelves,67543,1477
163167,coco-30k,a rustic kitchen with lots of stonework and wood accents,98911,1478
46432,coco-30k,A view from an airplane flying over a mountainous region.,47425,1479
442136,coco-30k,A man looks over a parked motorcycle that has an American flag on the back. ,61144,1480
183176,coco-30k,A man on a motorcycle with a woman on back,22753,1481
435003,coco-30k,A laptop computer sitting on a desk next to a desktop monitor.,55401,1482
381608,coco-30k,Two people setting up a market stand with jars,94157,1483
435896,coco-30k,A toilet bowl with buttons on the toilet seat,35835,1484
576667,coco-30k,A bare bathroom has a window over the toilet.,10814,1485
91353,coco-30k,A chef is in a restaurant making sushi.,61005,1486
515854,coco-30k,A group of people boarding a passenger jet up stairs.,57591,1487
544198,coco-30k,A kitchen has dark counters and wood cabinets. ,77485,1488
331268,coco-30k,A kitchen filled with plants and lots of clutter.,35426,1489
519330,coco-30k,A group of people dressed in some nice clothes,12059,1490
567683,coco-30k,Some motorcyclists getting off their street bikes at a gathering,23515,1491
389974,coco-30k,A woman cooking with a large white bot and a cooking board with meat in it in a small kitchen.,89197,1492
79841,coco-30k,"Two bikers, one in front of a building, the other in the city.",18417,1493
307145,coco-30k,A kitchen with old wooden cabinets and a stove top oven.,40628,1494
109648,coco-30k,A row of white urinals mounted to a restroom wall.,62168,1495
281032,coco-30k,An elderly person in a kitchen cooking food.,61076,1496
404484,coco-30k,A woman bending over in a living room to pet her dog.,55102,1497
291742,coco-30k,A kitchen filled with metallic appliances and a stove top.,91526,1498
208517,coco-30k,A woman with a suitcase holding a phone,68637,1499
210982,coco-30k,A group of parked motorcycles sitting on the side of a road.,81364,1500
69121,coco-30k,A bathroom sink surrounded by a stone counter top.,31689,1501
425280,coco-30k,A city bus traveling down a rod next to a stadium.,49046,1502
359310,coco-30k,"A man on a motorcycle with a passenger car attached, parked on the side of the street.",88586,1503
91283,coco-30k,An SUV with pennants and decals supporting a sports team,11974,1504
159133,coco-30k,A bathroom toilet sitting next to a counter and a roll of toilet paper.,92893,1505
265378,coco-30k,A white car parked in a parking space.,14153,1506
132682,coco-30k,A very white toilet that is in a clean room.,81282,1507
124300,coco-30k,A toilet sitting next to a bathroom counter.,19783,1508
416184,coco-30k,"The bath room is clean with brown tile, white sink and large mirror.",388,1509
501875,coco-30k,A woman is walking with a blue umbrella.,88620,1510
135972,coco-30k,The stainless steel black and aluminum toilet is opened.,65392,1511
567863,coco-30k,A mother and baby giraffe leaning against a wall,91545,1512
8267,coco-30k,A small white toilet sitting in a bathroom.,9236,1513
227044,coco-30k,A black and white cat standing in a white bathroom sink.,78745,1514
480215,coco-30k,"A bathroom with tile flooring and walls, and a white toilet.",9283,1515
149052,coco-30k,Two small airplanes parked on a lush green field.,98082,1516
578099,coco-30k,A blue motorcycle parked on a sidewalk next to a street.,55811,1517
248231,coco-30k,A white toilet sitting in a bathroom next to a sink.,90875,1518
386755,coco-30k,We are looking at the floor between the toilet and the wall.,67104,1519
209655,coco-30k,A bathroom with a white bath tub and a sink.,69017,1520
253964,coco-30k,A man popping a wheelie on a motorcycle on a street.,78648,1521
22208,coco-30k,A flat screen TV next to a fire place in a living room.,60946,1522
386968,coco-30k,A woman riding a green bike with a small white dog on the back.,50924,1523
451053,coco-30k,A computer desk with highlighted papers all over it.,91300,1524
49236,coco-30k,A man riding skis down a snow covered slope.,48327,1525
302038,coco-30k,A dinning room table sitting next to a small fireplace.,2890,1526
185622,coco-30k,A large jetliner taking off from a runway.,21137,1527
461976,coco-30k,A train traveling down train tracks in a rural area.,48836,1528
399851,coco-30k,"A kitchen shelf holds an assortment of pots, pans, and utensils.",43673,1529
388677,coco-30k,A cop riding a motorcycle next to a  white van.,71133,1530
415843,coco-30k,A row of three wall mounted urinals in a bathroom.,44126,1531
270758,coco-30k,The four urinals have a very modern design.,41687,1532
5205,coco-30k,The man is giving the young girl a ride on his motorcycle.,74544,1533
2532,coco-30k,A person standing on top of a ski covered slope.,37963,1534
156071,coco-30k,A group of people standing around at a rodeo.,58091,1535
175052,coco-30k,A girl in the bathroom tying back her hair.,80676,1536
127182,coco-30k,A kitchen filled with metal appliances and a window.,80543,1537
510755,coco-30k,A row of motorcycles parked next to each other on a lush green field.,6337,1538
177338,coco-30k,Two men riding motorcycles and ATV on a walk way.,59063,1539
491090,coco-30k,A man sitting on one of a group of motorcycles.,11100,1540
293749,coco-30k,A scene of a park with a plane in the sky in the background.,91793,1541
276488,coco-30k,a table with a white plate a sandwich and a bottle,50665,1542
327436,coco-30k,A beautiful woman with red hair sitting at a table.,43088,1543
276836,coco-30k,A white toilet with a wooden toilet seat.,10861,1544
356387,coco-30k,A row of parked motorcycles sitting in front of a tall building.,57255,1545
183407,coco-30k,A motorcycle parked on a grass covered field.,13312,1546
176374,coco-30k,A building with a tall clock tower with a green top.,90418,1547
33871,coco-30k,A woman standing in front of a kitchen sink on display.,519,1548
92093,coco-30k,Hundreds of people gathered around looking at motorcycles.,63591,1549
437432,coco-30k,a person waits by a sign for something maybe a bus,52684,1550
549763,coco-30k,A kitchen filled with white appliances and wooden cabinets.,82954,1551
452516,coco-30k,A white toilet sitting in a bathroom next to a toilet paper roller.,31366,1552
302710,coco-30k,Two NYPD motorcycles parked along a city street.,81137,1553
388534,coco-30k,A large sink next to a kitchen in a hotel room.,37492,1554
504811,coco-30k,A biplane flying over a small church with a steeple.,30842,1555
130826,coco-30k,Two men sitting next to each other on a wooden bench.,32845,1556
357944,coco-30k,A tall green building with a massive tall brown clock tower behind it.,87727,1557
469467,coco-30k,A woman talking on a banana phone with Andy Warhol.,75576,1558
264961,coco-30k,A man riding a motorcycle down the middle of a street.,66054,1559
205040,coco-30k,A crowd of people standing on top of a beach.,24040,1560
285068,coco-30k,A helicopter flying through a light blue sky.,17319,1561
24391,coco-30k,A couple of men standing next to each other at a ribbon cutting ceremony.,30638,1562
406555,coco-30k,a person sitting down in front of a couch,27644,1563
375783,coco-30k,A couple of sheep grazing on the side of a road.,70208,1564
472623,coco-30k,A young man riding a bike on top of a beach.,44364,1565
305480,coco-30k,A large passenger jet sitting on top of an airport tarmac.,71794,1566
521495,coco-30k,A aerial photo showing a tennis player ready to serve the ball.,17764,1567
430420,coco-30k,A bathroom sink sitting underneath a mirror mounted on it's wall.,66340,1568
481404,coco-30k,A church with a stain glassed window of the virgin mary.,99977,1569
194875,coco-30k,Here are motorcyclists parked outside a Polish gathering spot for women,35526,1570
578485,coco-30k,A empty living room with hard wood flooring.,74475,1571
165937,coco-30k,Two green and white jetliners sitting on top of an airport runway.,13969,1572
275668,coco-30k,Two large beds in a hotel room next to a desk.,95713,1573
448243,coco-30k,A white VW Bug with a surfboard mounted to it's roof.,83821,1574
130564,coco-30k,A person sitting on a large cement planter.,41637,1575
575946,coco-30k,Small white toilet with spare rolls of toilet paper beside it. ,23589,1576
162589,coco-30k,Small white toilet with a small window above it. ,23825,1577
506335,coco-30k,"Two men riding mopeds, one with a woman and boy riding along.",12912,1578
510734,coco-30k,People are sitting on benches that line a street.,56042,1579
139004,coco-30k,A kitchen with canisters on the neat counter ,90008,1580
39871,coco-30k,The door of a public bus with a reflection of a woman's photo in the side window of the bus.,90990,1581
74458,coco-30k,A bedroom suite with tile flooring and two lamos,88829,1582
25096,coco-30k,A young boy cuts into a cake shaped like a skateboard.,51566,1583
235491,coco-30k,A city street with a sign that says fun,72743,1584
202748,coco-30k,The black and white toilet is opened in the narrow bathroom.,59449,1585
218924,coco-30k,an image of a cat in a toilet with the water,78329,1586
485895,coco-30k,The giraffe is standing in the shade of the tree.,42471,1587
243495,coco-30k,a toilet with writing under the lid ,94944,1588
384850,coco-30k,A bathroom with a shower curtain that has four palm trees on it and a white tile floor.,9816,1589
22103,coco-30k,The people are feeding the giraffe at the zoo.,65997,1590
304964,coco-30k,The woman is sitting and looking at something on her mobile phone.  ,19810,1591
255633,coco-30k,A fighter jet is flying through a clear sky.,83021,1592
423058,coco-30k,Vet supplies laying on the floor of a room.,89739,1593
53505,coco-30k,A toilet sitting underneath a medicine cabinet in a bathroom.,61139,1594
425578,coco-30k,A shack with a  floor covered with dirt and straws.,73292,1595
12754,coco-30k,A scene from the show Mad Men and some appliances.,88132,1596
114173,coco-30k,"The bathroom has white and green tiles on the wall, and green tiles on the floor, along with a white porcelain toilette, and a white garden style tub with a shower hook up.",33809,1597
552454,coco-30k,A small white toilet sitting in a bathroom in a restroom.,62046,1598
534467,coco-30k,A kitchen filled with appliances and an open laptop.,50508,1599
137803,coco-30k,Pictures of Queen Elizbeth the second riding a horse.,14420,1600
18750,coco-30k,Artistic photograph of architecture and frost-laden trees at dawn,50375,1601
327263,coco-30k,A wooden park bench between two floral arrangements.,50887,1602
146667,coco-30k,A woman digging through the storage compartment on her moped.,30691,1603
294484,coco-30k,The giraffe eats from a reachable limb of the tree.,3601,1604
382668,coco-30k,Two adorable chubby dogs sleeping next to each other.,48635,1605
151670,coco-30k,A white toilet sitting in front of a brick wall.,14269,1606
207400,coco-30k,"A room filled with a tub, sink and toilet.",48119,1607
239082,coco-30k,A white toilet sitting on top of a wood floor in a bathroom.,29322,1608
531707,coco-30k,A group of people sitting on a wooden bench next to a  field.,6250,1609
555939,coco-30k,A small bathroom with a toilet and shower.,20824,1610
31817,coco-30k,A man riding a motorcycle while eating food.,28948,1611
498374,coco-30k,A person's reflection is shown in the bathroom mirror they are photographing.,96587,1612
536343,coco-30k,A bath tub in a small bathroom with towels hanging over it.,50689,1613
183657,coco-30k,An orange in a bowl near a puddle of water.,84869,1614
394957,coco-30k,"A bathroom scene with a toilet, sink and a suitcase.",1537,1615
365503,coco-30k,A bath room with an old fashioned looking tub.,62909,1616
492885,coco-30k,A man riding a motorcycle down a road with a POW - MIA flag.,55087,1617
268943,coco-30k,A lake filled with water and a kite flying over itl,5721,1618
65358,coco-30k,A dirty kitchen floor with soot on the tiles.,17638,1619
562289,coco-30k,A cat sitting behind a white toilet next to a rug.,79331,1620
29187,coco-30k,A man riding a horse drawn carriage on a race track.,7747,1621
339943,coco-30k,A kitchen with a bath tub sitting behind a wooden door.,86137,1622
439907,coco-30k,A bathroom with a shower and a white sink on a wooded counter.,43186,1623
327529,coco-30k,Bicycle owned by the New World Tourist Company,200,1624
117899,coco-30k,A kitchen filled with wooden cabinets and a table.,8041,1625
396304,coco-30k,A bathroom with some of the wall removed during a renovation.,54483,1626
51880,coco-30k,A orange and white cat sitting underneath a white bush.,12600,1627
49014,coco-30k,A very large airplane sitting on a runway.,75228,1628
494555,coco-30k,A young man in a sweat shirt is standing on a wooden walkway.,53933,1629
402346,coco-30k,Tomatoes sit in a black bowl next to a flower.,54855,1630
429025,coco-30k,A group of people walk around in a business area.,67763,1631
92016,coco-30k,A bathroom mirror with a chrome towel holder and faucet and a window above.,49332,1632
458768,coco-30k,A brightly lit kitchen with lots of natural light.,46800,1633
48674,coco-30k,This is a black and white photo of a girl under a pedestrian traffic signal.,53017,1634
18737,coco-30k,A motorcycle parked near a fence by a beach.,78316,1635
293044,coco-30k,A plastic dish with the food sectioned off.,6730,1636
148055,coco-30k,A brown cow stands at the edge of a roadway.,15929,1637
426133,coco-30k,A white stove top oven sitting inside of a kitchen.,50266,1638
45229,coco-30k,A kitchen filled with a wooden cabinet and a large window.,75865,1639
522554,coco-30k,A bench in a park covered in lots of snow.,73770,1640
344498,coco-30k,Friends having a drink together in the kitchen,34352,1641
212453,coco-30k,A white toilet sitting in a corner of a room.,2931,1642
570782,coco-30k,Three computers without screens sit on a desk.,50347,1643
538153,coco-30k,Three mass transit trains underneath an overpass at a train stop.,16770,1644
69926,coco-30k,Traffic jam at a busy hotel parking lot.,95102,1645
164515,coco-30k,Three motorcycles parked next to a motor home.,42654,1646
443281,coco-30k,A TOILET IS IN THE BATHROOM DOOR WAY ,89901,1647
192616,coco-30k,A living room filled with furniture and large persian rug.,41123,1648
450357,coco-30k,"A man standing with his back to a mirror, but his reflection facing him. ",43866,1649
374987,coco-30k,A gang of bikers driving down a city street.,23742,1650
361022,coco-30k,A man kneeling down on a sidewalk to hug his two dogs.,58370,1651
307511,coco-30k,An old green and brown car with chrome trim.,2861,1652
441483,coco-30k,A toilet with no seat sits in a tiny bathroom.,3845,1653
533805,coco-30k,A plane is flying above the airport terminal,26599,1654
170550,coco-30k,"Road construction and street signs in Cape Town, SA",56832,1655
430690,coco-30k,A traffic light turns green on the corner of a city street.,23513,1656
538230,coco-30k,A group of men riding dirt bikes across a grass covered field.,3077,1657
343692,coco-30k,A motorcycle in a garage-like area by the wall.,91466,1658
51685,coco-30k,A small biplane flying through a bright blue sky.,95169,1659
518203,coco-30k,A large passenger jet taking off from an airport runway.,35658,1660
480421,coco-30k,A bathroom with a walk in shower and a white bath tub.,67633,1661
69213,coco-30k,Two men wearing suits and hats are walking together.,63434,1662
278582,coco-30k,A person holding up a smart phone to take a picture.,87730,1663
520324,coco-30k,Someone is driving a cart near a single engine airplane.,60756,1664
357943,coco-30k,A LOT OF SHEEP IS IN THE GRASS WITH A SHEEP DOG,42527,1665
69577,coco-30k,A table full of many different types of food.,42844,1666
455624,coco-30k,Person driving a plated motorcycle on a track with people watching.,51831,1667
221547,coco-30k,a couple on a subway looks at each other,85826,1668
29776,coco-30k,A man riding a red motorcycle next to  buildings in front of a street.,18414,1669
408112,coco-30k,A small propeller plane sitting on top of an airport tarmac.,76097,1670
172599,coco-30k,A large passenger jet sitting on top of an airport runway.,35525,1671
159151,coco-30k,A bathroom has a large mirror and black wall.,58139,1672
322594,coco-30k,A series of photographs depicting bathroom before and after minor changes.,41548,1673
406949,coco-30k,A large white bush driving down a city street.,59604,1674
183348,coco-30k,A entrance into a building next to a parking meter.,50923,1675
129707,coco-30k,A person holding an old phone showing it to the camera.,22779,1676
297578,coco-30k,A man walking down a street smoking a cigarette.,20047,1677
128119,coco-30k,The bus has bikes on the front of it ,62464,1678
14845,coco-30k,A river with boats docked and houses in the background.,21709,1679
194288,coco-30k,A bathroom filled with a messy toilet and a sink.,67778,1680
581245,coco-30k,a black and white photo of young people holding an open umbrella,25116,1681
168246,coco-30k,A white toilet sitting next to a red counter with a  sink.,62792,1682
581501,coco-30k,A kitchen filled with wooden cabinets and stools.,92901,1683
358191,coco-30k,a bath room with two sinks a large mirror a bath tub,99274,1684
232654,coco-30k,A baby sitting in a high chair eating food.,30336,1685
129989,coco-30k,A fighter jet flying through a sky above water.,24098,1686
12547,coco-30k,Two elderly people are sitting on a city bench.,10335,1687
580613,coco-30k,A woman is riding an orange sports motorcycle.,62909,1688
179611,coco-30k,A toilet sitting in a bathroom on top of a tiled floor.,99866,1689
109216,coco-30k,A red kitchen with metallic appliances and paintings on the wall.,64936,1690
286907,coco-30k,A bathroom scene with focus on the toilet.,83325,1691
54039,coco-30k,Several motorcycles and cars parked on a city street.,11258,1692
192701,coco-30k,A guy rides a bike in a race and has fun,89235,1693
144064,coco-30k,A plan sitting on top of a sandy beach.,22643,1694
359715,coco-30k,A blue motorcycle is parked on the street next to a truck.,67068,1695
359182,coco-30k,a long row of motorcycles parked along a sidewalk in a city,34474,1696
570528,coco-30k,A large orange cat sitting in a white glass bowl.,75970,1697
553094,coco-30k,a fighter het flying up in the air ,42511,1698
538054,coco-30k,A person holding up a piece of banana to the camera.,17837,1699
139168,coco-30k,A squadron of four fighter jets flying through a blue sky.,10468,1700
162256,coco-30k,A large hairy dog on a leash next to a crowd.,57158,1701
3335,coco-30k,A clean white toilet with the toilet seat up.,57366,1702
257660,coco-30k,A toilet with a light blue cover next to a shower.,44992,1703
62510,coco-30k,A small kitchen has a stove and a blender.,78454,1704
85288,coco-30k,A GIRAFFE IS NURSING ITS YOUNG IN THE ZOO,55315,1705
293611,coco-30k,"A kitchen with a sink, bottles, jars and a dishwasher.",37194,1706
259085,coco-30k,A rather portly woman crosses a city crosswalk,19089,1707
562519,coco-30k,A man in full gear stands next to his motorcycle,2301,1708
454907,coco-30k,"A kitchen that includes a stove, ovens and refrigerator.",15316,1709
296730,coco-30k,A brick building with a clock tower at the corner of a street.,22588,1710
155270,coco-30k,A police officer rides a motorcycle next to a beach.,42405,1711
414510,coco-30k,A few people sitting by a busy street,82801,1712
185633,coco-30k,"A bathroom has a bathtub, sink and window in it.",31420,1713
581863,coco-30k,"Bathroom with tiled floor, radiator, shower and bathtub.",11869,1714
465692,coco-30k,Person in jacket riding a bicycle on a street.,34552,1715
473849,coco-30k,A white tiled bathroom with black counter top.,56898,1716
336372,coco-30k,a close up of a kitten under a parked car very close to the tire,33127,1717
384952,coco-30k,a kitchen with a table a stove and a sink,10385,1718
66567,coco-30k,a bathroom with a toilet and a stand up shower,35705,1719
537611,coco-30k,a very used and dirty harley davidson motorcycle,52250,1720
574672,coco-30k,a group of people wearing skis on a snowy surface,68397,1721
70774,coco-30k,Small motorcycle with several bicycles tied to the back of it. ,22416,1722
68114,coco-30k,an empty street and signals that are red,58823,1723
42147,coco-30k,a white plane is going low to make a landing,96373,1724
53139,coco-30k,a white structure with a building in the background,38546,1725
175831,coco-30k,Two people on mopeds passing in front of a building.,81471,1726
15272,coco-30k,A red light is a wonderful contrast to the pink leaves on trees,29839,1727
78035,coco-30k,A bathroom showing the bathtub and the sink and mirror.,95284,1728
134010,coco-30k,A passenger train traveling through rural mountain countryside.,23290,1729
87588,coco-30k,A person walking down a walkway next to a tree.,19840,1730
15006,coco-30k,A restroom filled with graffiti and two toilet stalls.,22661,1731
152120,coco-30k,A man in a jean jacket riding a motorcycle on a road.,82860,1732
161112,coco-30k,A black and white photo of a child putting on gloves next to a suitcase.,13529,1733
555953,coco-30k,A small airplane flying over a field filled with people.,44709,1734
233553,coco-30k,two giraffes in  field near some trees ,6931,1735
36478,coco-30k,The view from the inside of a jetliner looking out over the earth.,19029,1736
564283,coco-30k,A white refrigerator freezer sitting inside of a kitchen.,27859,1737
465327,coco-30k,A kitchen filled with appliances and cooking utensils.,81050,1738
218224,coco-30k,A large white airplane sits on the runway.,17480,1739
353551,coco-30k,A large passenger jet flying over the top of a forest.,49260,1740
313491,coco-30k,A metal toilet with a blue seat in a bathroom.,99819,1741
261115,coco-30k,a bath room with a bath tub and a window,4069,1742
441247,coco-30k,A woman standing in a kitchen next to a table.,44415,1743
340998,coco-30k,A person standing next to a bike covered in flowers.,81309,1744
229740,coco-30k,A yellow striped cat sitting on a bathroom sink.,25909,1745
69670,coco-30k,A motorcycle parked on a lush green field.,18075,1746
359659,coco-30k,A white toilet sitting in a bathroom on a wooden floor.,3112,1747
106739,coco-30k,A man and child near a short stop sign.,79336,1748
136680,coco-30k,A woman sitting on a toilet wearing pink shoes.,40418,1749
281868,coco-30k,A bathroom with a raised sink and a mirror.,70913,1750
503837,coco-30k,A group of young people riding motorcycles down a street.,53586,1751
84124,coco-30k,A large cat climbing up the side of a window.,46955,1752
521352,coco-30k,A large orange sitting on a glass plate.,65751,1753
258285,coco-30k,Two large passenger jets flying over a beach filled with birds.,13077,1754
26209,coco-30k,A red all terrain vehicle next to a man with a green dirt bike.,8299,1755
323263,coco-30k,A group of people standing around a blue building.,75066,1756
320659,coco-30k,A toilet has been turned on it's side out in a yard.,16769,1757
386707,coco-30k,A young man standing in front of a Canon store.,85218,1758
279649,coco-30k,A large passenger jet taking off from a runway.,70498,1759
462614,coco-30k,A bathroom filled with fixtures and a shower.,65129,1760
163361,coco-30k,A colorful airplane flying though a blue sky.,90903,1761
535643,coco-30k,A urinal mounted to a pink wall next to a toilet.,34929,1762
92124,coco-30k,A bathroom with a white toilet and a sink net to a shower.,50367,1763
561054,coco-30k,A small child riding on a blue wheeled toy.,44241,1764
25282,coco-30k,A smiling woman sitting on a stationary motorcycle.,51308,1765
62167,coco-30k,a man standing next to sheep on a lush green park.,53680,1766
449976,coco-30k,A bottle of sprite sitting on top of a bench.,80860,1767
160456,coco-30k,A woman standing next to two parked motorcycles and a child.,359,1768
172627,coco-30k,A yellow smiley face cat sitting on a white plate.,10589,1769
29197,coco-30k,An airplane flying through the gray sky with smoke pouring out it's back.,97954,1770
380706,coco-30k,A man riding a motorcycle down a city street.,6352,1771
507352,coco-30k,A bathroom with a toilet and a toilet paper dispenser.,44758,1772
29587,coco-30k,Black and white cat sitting on a man's head in front of a storefront.,56241,1773
180362,coco-30k,A car dashboard with a group of brown cows waking towards it.,84466,1774
39770,coco-30k,A pot on top of a stove next to a large metal ladle.,2862,1775
483553,coco-30k,A man preparing food outside of a shop on a street corner.,91119,1776
479378,coco-30k,A parked motorcycle sitting on the side of the road.,10542,1777
474786,coco-30k,A bathroom with a sink and television inside of the mirror.,68741,1778
355370,coco-30k,A large passenger jet sitting on top of a runway.,75757,1779
194013,coco-30k,A man working on an intricate task while on a canoe in an everglade.,64893,1780
177420,coco-30k,White counter top sink with wooden cabinets and a mirror. ,22852,1781
576160,coco-30k,The interior of a public bathroom with multiple sinks.,61033,1782
415828,coco-30k,A group of people standing under an umbrella on the side of a street.,85714,1783
47603,coco-30k,A bathroom with a shower next to a large mirror.,59061,1784
385248,coco-30k,Scantily dressed women near a line of motorcycles.,26303,1785
552824,coco-30k,A car parked outside of a gas station with chrome rims.,56183,1786
252829,coco-30k,"A bathroom with white counters, wooden cabinets and a toilet.",12718,1787
388298,coco-30k,A white toilet sitting next to a wall outdoors.,42668,1788
67164,coco-30k,A white cat sitting in the drivers seat of a car.,61586,1789
68878,coco-30k,A cat that is sitting on the hood of a car.,77381,1790
531970,coco-30k,A red fire hydrant mounted to the side of a building.,46526,1791
116712,coco-30k,A man riding a motorcycle on top of a race track.,83962,1792
290868,coco-30k,A grandmother standing next to a child in a kitchen.,29571,1793
403145,coco-30k,The bathtub and sink of a bathroom with a large mirror.,18160,1794
472,coco-30k,A plane flies over water with two islands nearby.,48006,1795
360772,coco-30k,A toilet sitting in a bathroom next to a sink.,58557,1796
372938,coco-30k,A group of people riding on the back of a loaded red pickup truck.,25455,1797
128280,coco-30k,A metal bowl filled with wet juicy oranges.,14058,1798
97022,coco-30k,A kitchen filled with wooden cabinets and a microwave oven.,50226,1799
208901,coco-30k,A large passenger jet flying through a gray sky.,83394,1800
74209,coco-30k,A counter in a kitchen line with black metal stools.,91070,1801
